service,field_name,type,is_enum,possible_values,values_source,operators,dependency_index_entity,in_direct_vars
cloudformation,ResourceStatusReason,string,Yes,"ACTIVE, CANCELLED, COMPLETE, CREATE_COMPLETE, CREATE_FAILED, CREATE_IN_PROGRESS, CREATE_PENDING, CURRENT, DELETED, DELETE_COMPLETE, DELETE_FAILED, DELETE_IN_PROGRESS, DELETE_PENDING, DELETE_SKIPPED, DISABLED, DISABLED_PERMANENTLY, ENABLED, EXPIRED, EXPORT_COMPLETE, EXPORT_FAILED, EXPORT_IN_PROGRESS, EXPORT_ROLLBACK_COMPLETE, EXPORT_ROLLBACK_FAILED, EXPORT_ROLLBACK_IN_PROGRESS, FAILED, HOOK_COMPLETE_FAILED, HOOK_COMPLETE_SUCCEEDED, HOOK_FAILED, HOOK_IN_PROGRESS, IMPORT_COMPLETE, IMPORT_FAILED, IMPORT_IN_PROGRESS, IMPORT_ROLLBACK_COMPLETE, IMPORT_ROLLBACK_FAILED, IMPORT_ROLLBACK_IN_PROGRESS, INOPERABLE, IN_PROGRESS, OUTDATED, PASSED, PENDING, PLANNED, PLANNING, QUEUED, ROLLBACK_COMPLETE, ROLLBACK_FAILED, ROLLBACK_IN_PROGRESS, RUNNING, SKIPPED, STOPPED, STOPPING, SUCCEEDED, UNAVAILABLE, UPDATE_COMPLETE, UPDATE_FAILED, UPDATE_IN_PROGRESS, UPDATE_PENDING, UPDATE_ROLLBACK_COMPLETE, UPDATE_ROLLBACK_FAILED, UPDATE_ROLLBACK_IN_PROGRESS",boto3_deps,"equals, not_equals, in, not_in",cloudformation.operation_event_resource_status_reason,Yes
cloudformation,ResourceType,string,Yes,"HOOK, MODULE, RESOURCE",boto3_deps,"equals, not_equals, in, not_in",cloudformation.operation_event_resource_type,Yes
cloudformation,ResourceTypes,string,Yes,"HOOK, MODULE, RESOURCE",boto3_deps,"contains, equals, not_equals",cloudformation.capabilities,Yes
cloudformation,ScanType,string,Yes,"FULL, PARTIAL",direct_vars,"equals, not_equals, in, not_in",cloudformation.resource_scan_summary_scan_type,Yes
cloudformation,SeverityLevel,string,Yes,"INFORMATIONAL, LOW, MEDIUM, HIGH, CRITICAL",direct_vars,"equals, not_equals, in, not_in",cloudformation.annotation_severity_level,Yes
cloudformation,StackDriftStatus,,Yes,"ACTIVE, CANCELLED, COMPLETE, CREATE_COMPLETE, CREATE_FAILED, CREATE_IN_PROGRESS, CREATE_PENDING, CURRENT, DELETED, DELETE_COMPLETE, DELETE_FAILED, DELETE_IN_PROGRESS, DELETE_PENDING, DISABLED, DISABLED_PERMANENTLY, DRIFTED, ENABLED, EXPIRED, FAILED, HOOK_COMPLETE_FAILED, HOOK_COMPLETE_SUCCEEDED, HOOK_FAILED, HOOK_IN_PROGRESS, INOPERABLE, IN_PROGRESS, IN_SYNC, NOT_CHECKED, OUTDATED, PASSED, PENDING, PLANNED, PLANNING, QUEUED, RUNNING, SKIPPED, STOPPED, STOPPING, SUCCEEDED, UNAVAILABLE, UNKNOWN, UPDATE_IN_PROGRESS, UPDATE_PENDING",boto3_deps,"equals, not_equals, gt, lt, gte, lte",cloudformation.parameter_stack_drift_status,Yes
cloudformation,StackInstanceStatus,string,Yes,"ACTIVE, CANCELLED, COMPLETE, CREATE_COMPLETE, CREATE_FAILED, CREATE_IN_PROGRESS, CREATE_PENDING, CURRENT, DELETED, DELETE_COMPLETE, DELETE_FAILED, DELETE_IN_PROGRESS, DELETE_PENDING, DISABLED, DISABLED_PERMANENTLY, ENABLED, EXPIRED, FAILED, HOOK_COMPLETE_FAILED, HOOK_COMPLETE_SUCCEEDED, HOOK_FAILED, HOOK_IN_PROGRESS, INOPERABLE, IN_PROGRESS, OUTDATED, PASSED, PENDING, PLANNED, PLANNING, QUEUED, RUNNING, SKIPPED, STOPPED, STOPPING, SUCCEEDED, UNAVAILABLE, UPDATE_IN_PROGRESS, UPDATE_PENDING",boto3_deps,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",cloudformation.stack_instance_stack_instance_status,Yes
cloudformation,StackResourceDriftStatus,string,Yes,"IN_SYNC, MODIFIED, DELETED, NOT_CHECKED, UNKNOWN, UNSUPPORTED",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",cloudformation.stack_resource_drift_stack_resource_drift_status,Yes
cloudformation,StackSetDriftDetectionDetails,string,Yes,"AUTO, MANUAL",boto3_deps,"equals, not_equals, contains, in",cloudformation.stack_set_stack_set_drift_detection_details,Yes
cloudformation,StackStatus,string,Yes,"CREATE_IN_PROGRESS, CREATE_FAILED, CREATE_COMPLETE, ROLLBACK_IN_PROGRESS, ROLLBACK_FAILED, ROLLBACK_COMPLETE, DELETE_IN_PROGRESS, DELETE_FAILED, DELETE_COMPLETE, UPDATE_IN_PROGRESS, UPDATE_COMPLETE_CLEANUP_IN_PROGRESS, UPDATE_COMPLETE, UPDATE_FAILED, UPDATE_ROLLBACK_IN_PROGRESS, UPDATE_ROLLBACK_FAILED, UPDATE_ROLLBACK_COMPLETE_CLEANUP_IN_PROGRESS, UPDATE_ROLLBACK_COMPLETE, REVIEW_IN_PROGRESS, IMPORT_IN_PROGRESS, IMPORT_COMPLETE, IMPORT_ROLLBACK_IN_PROGRESS, IMPORT_ROLLBACK_FAILED, IMPORT_ROLLBACK_COMPLETE",direct_vars,"equals, not_equals, in, not_in",cloudformation.stack_stack_status,Yes
cloudformation,StackStatusReason,string,Yes,"ACTIVE, CANCELLED, COMPLETE, CREATE_COMPLETE, CREATE_FAILED, CREATE_IN_PROGRESS, CREATE_PENDING, CURRENT, DELETED, DELETE_COMPLETE, DELETE_FAILED, DELETE_IN_PROGRESS, DELETE_PENDING, DISABLED, DISABLED_PERMANENTLY, ENABLED, EXPIRED, FAILED, HOOK_COMPLETE_FAILED, HOOK_COMPLETE_SUCCEEDED, HOOK_FAILED, HOOK_IN_PROGRESS, IMPORT_COMPLETE, IMPORT_IN_PROGRESS, IMPORT_ROLLBACK_COMPLETE, IMPORT_ROLLBACK_FAILED, IMPORT_ROLLBACK_IN_PROGRESS, INOPERABLE, IN_PROGRESS, OUTDATED, PASSED, PENDING, PLANNED, PLANNING, QUEUED, REVIEW_IN_PROGRESS, ROLLBACK_COMPLETE, ROLLBACK_FAILED, ROLLBACK_IN_PROGRESS, RUNNING, SKIPPED, STOPPED, STOPPING, SUCCEEDED, UNAVAILABLE, UPDATE_COMPLETE, UPDATE_COMPLETE_CLEANUP_IN_PROGRESS, UPDATE_FAILED, UPDATE_IN_PROGRESS, UPDATE_PENDING, UPDATE_ROLLBACK_COMPLETE, UPDATE_ROLLBACK_COMPLETE_CLEANUP_IN_PROGRESS, UPDATE_ROLLBACK_FAILED, UPDATE_ROLLBACK_IN_PROGRESS",boto3_deps,"equals, not_equals, in, not_in",cloudformation.stack_stack_status_reason,Yes
cloudformation,Stacks,string,Yes,"CREATE_COMPLETE, CREATE_FAILED, CREATE_IN_PROGRESS, DELETE_COMPLETE, DELETE_FAILED, DELETE_IN_PROGRESS, IMPORT_COMPLETE, IMPORT_IN_PROGRESS, IMPORT_ROLLBACK_COMPLETE, IMPORT_ROLLBACK_FAILED, IMPORT_ROLLBACK_IN_PROGRESS, REVIEW_IN_PROGRESS, ROLLBACK_COMPLETE, ROLLBACK_FAILED, ROLLBACK_IN_PROGRESS, UPDATE_COMPLETE, UPDATE_COMPLETE_CLEANUP_IN_PROGRESS, UPDATE_FAILED, UPDATE_IN_PROGRESS, UPDATE_ROLLBACK_COMPLETE, UPDATE_ROLLBACK_COMPLETE_CLEANUP_IN_PROGRESS, UPDATE_ROLLBACK_FAILED, UPDATE_ROLLBACK_IN_PROGRESS",boto3_deps,"contains, equals, not_equals",cloudformation.stacks,Yes
cloudformation,Status,string,Yes,"ENABLED, DISABLED, DISABLED_PERMANENTLY",direct_vars,"contains, equals, not_equals",cloudformation.annotation_status,Yes
cloudformation,StatusDetails,string,Yes,"ACTIVE, CANCELLED, COMPLETE, CREATE_COMPLETE, CREATE_FAILED, CREATE_IN_PROGRESS, CREATE_PENDING, CURRENT, DELETED, DELETE_COMPLETE, DELETE_FAILED, DELETE_IN_PROGRESS, DELETE_PENDING, DISABLED, DISABLED_PERMANENTLY, ENABLED, EXPIRED, FAILED, HOOK_COMPLETE_FAILED, HOOK_COMPLETE_SUCCEEDED, HOOK_FAILED, HOOK_IN_PROGRESS, INOPERABLE, IN_PROGRESS, OUTDATED, PASSED, PENDING, PLANNED, PLANNING, QUEUED, RUNNING, SKIPPED, STOPPED, STOPPING, SUCCEEDED, UNAVAILABLE, UPDATE_IN_PROGRESS, UPDATE_PENDING",boto3_deps,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",cloudformation.stack_set_operation_status_details,Yes
cloudformation,StatusMessage,string,Yes,"ACTIVE, CANCELLED, COMPLETE, CREATE_COMPLETE, CREATE_FAILED, CREATE_IN_PROGRESS, CREATE_PENDING, CURRENT, DELETED, DELETE_COMPLETE, DELETE_FAILED, DELETE_IN_PROGRESS, DELETE_PENDING, DISABLED, DISABLED_PERMANENTLY, ENABLED, EXPIRED, FAILED, HOOK_COMPLETE_FAILED, HOOK_COMPLETE_SUCCEEDED, HOOK_FAILED, HOOK_IN_PROGRESS, INOPERABLE, IN_PROGRESS, OUTDATED, PASSED, PENDING, PLANNED, PLANNING, QUEUED, RUNNING, SKIPPED, STOPPED, STOPPING, SUCCEEDED, UNAVAILABLE, UPDATE_IN_PROGRESS, UPDATE_PENDING",boto3_deps,"equals, not_equals, in, not_in",cloudformation.annotation_status_message,Yes
cloudformation,StatusReason,string,Yes,"ACTIVE, CANCELLED, COMPLETE, CREATE_COMPLETE, CREATE_FAILED, CREATE_IN_PROGRESS, CREATE_PENDING, CURRENT, DELETED, DELETE_COMPLETE, DELETE_FAILED, DELETE_IN_PROGRESS, DELETE_PENDING, DISABLED, DISABLED_PERMANENTLY, ENABLED, EXPIRED, FAILED, HOOK_COMPLETE_FAILED, HOOK_COMPLETE_SUCCEEDED, HOOK_FAILED, HOOK_IN_PROGRESS, INOPERABLE, IN_PROGRESS, OUTDATED, PASSED, PENDING, PLANNED, PLANNING, QUEUED, RUNNING, SKIPPED, STOPPED, STOPPING, SUCCEEDED, UNAVAILABLE, UPDATE_IN_PROGRESS, UPDATE_PENDING",boto3_deps,"equals, not_equals, in, not_in",cloudformation.summary_status_reason,Yes
cloudformation,Target,string,Yes,"CHANGE_SET, CLOUD_CONTROL, RESOURCE, STACK",boto3_deps,"contains, equals, not_equals",cloudformation.target,Yes
cloudformation,TargetType,string,Yes,"CHANGE_SET, STACK, RESOURCE, CLOUD_CONTROL",direct_vars,"contains, equals, not_equals",cloudformation.hook_result_target_type,Yes
cloudformation,Type,string,Yes,"RESOURCE, MODULE, HOOK",direct_vars,"contains, equals, not_equals",cloudformation.type_version_summary_type,Yes
cloudformation,TypeArn,string,Yes,"HOOK, MODULE, RESOURCE",boto3_deps,"contains, equals, exists, in, not_equals",cloudformation.hook_result_type_arn,Yes
cloudformation,TypeConfigurationVersionId,string,Yes,"HOOK, MODULE, RESOURCE",boto3_deps,"contains, equals, exists, in, not_equals",cloudformation.hook_result_type_configuration_version_id,Yes
cloudformation,TypeName,string,Yes,"HOOK, MODULE, RESOURCE",boto3_deps,"contains, equals, exists, in, not_equals",cloudformation.hook_result_type_name,Yes
cloudformation,TypeNameAlias,string,Yes,"HOOK, MODULE, RESOURCE",boto3_deps,"equals, not_equals, in, not_in",cloudformation.required_activated_typ_type_name_alias,Yes
cloudformation,TypeTestsStatus,string,Yes,"PASSED, FAILED, IN_PROGRESS, NOT_TESTED",direct_vars,"contains, equals, not_equals",cloudformation.auto_update,Yes
cloudformation,TypeTestsStatusDescription,string,Yes,"ACTIVE, CANCELLED, COMPLETE, CREATE_COMPLETE, CREATE_FAILED, CREATE_IN_PROGRESS, CREATE_PENDING, CURRENT, DELETED, DELETE_COMPLETE, DELETE_FAILED, DELETE_IN_PROGRESS, DELETE_PENDING, DISABLED, DISABLED_PERMANENTLY, ENABLED, EXPIRED, FAILED, HOOK, HOOK_COMPLETE_FAILED, HOOK_COMPLETE_SUCCEEDED, HOOK_FAILED, HOOK_IN_PROGRESS, INOPERABLE, IN_PROGRESS, MODULE, NOT_TESTED, OUTDATED, PASSED, PENDING, PLANNED, PLANNING, QUEUED, RESOURCE, RUNNING, SKIPPED, STOPPED, STOPPING, SUCCEEDED, UNAVAILABLE, UPDATE_IN_PROGRESS, UPDATE_PENDING",boto3_deps,"contains, equals, not_equals",cloudformation.auto_update,Yes
cloudformation,TypeVersionArn,string,Yes,"HOOK, MODULE, RESOURCE",boto3_deps,"contains, equals, exists, in, not_equals",cloudformation.progress_status,Yes
cloudformation,TypeVersionId,string,Yes,"HOOK, MODULE, RESOURCE",boto3_deps,"contains, equals, exists, in, not_equals",cloudformation.hook_result_type_version_id,Yes
cloudformation,ValidationFailureMode,string,Yes,"FAIL, WARN",direct_vars,"equals, exists, in, not_equals",cloudformation.operation_event_validation_failure_mode,Yes
cloudformation,ValidationStatus,string,Yes,"FAILED, SKIPPED",direct_vars,"equals, exists, in, not_equals",cloudformation.operation_event_validation_status,Yes
cloudformation,ValidationStatusReason,string,Yes,"ACTIVE, CANCELLED, COMPLETE, CREATE_COMPLETE, CREATE_FAILED, CREATE_IN_PROGRESS, CREATE_PENDING, CURRENT, DELETED, DELETE_COMPLETE, DELETE_FAILED, DELETE_IN_PROGRESS, DELETE_PENDING, DISABLED, DISABLED_PERMANENTLY, ENABLED, EXPIRED, FAILED, HOOK_COMPLETE_FAILED, HOOK_COMPLETE_SUCCEEDED, HOOK_FAILED, HOOK_IN_PROGRESS, INOPERABLE, IN_PROGRESS, OUTDATED, PASSED, PENDING, PLANNED, PLANNING, QUEUED, RUNNING, SKIPPED, STOPPED, STOPPING, SUCCEEDED, UNAVAILABLE, UPDATE_IN_PROGRESS, UPDATE_PENDING",boto3_deps,"equals, exists, in, not_equals",cloudformation.operation_event_validation_status_reason,Yes
cloudformation,Visibility,boolean,Yes,"PUBLIC, PRIVATE",direct_vars,"contains, equals, not_equals",cloudformation.visibility,Yes
cloudformation,OnStackFailure,string,Yes,"DELETE, DO_NOTHING, ROLLBACK",boto3_deps,"equals, not_equals, in, not_in",,No
cloudformation,DeploymentMode,string,Yes,REVERT_DRIFT,boto3_deps,"equals, not_equals, in, not_in",,No
cloudformation,DetectionStatus,string,Yes,"DETECTION_COMPLETE, DETECTION_FAILED, DETECTION_IN_PROGRESS",boto3_deps,"equals, not_equals, in, not_in",,No
cloudfront,CertificateStatus,string,Yes,"pending-validation, issued, inactive, expired, validation-timed-out, revoked, failed",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",cloudfront.managed_certificate_detail_certificate_status,Yes
cloudfront,ConnectionMode,string,Yes,"direct, tenant-only",direct_vars,"equals, not_equals, contains, in",cloudfront.distribution_config_connection_mode,Yes
cloudfront,HttpVersion,string,Yes,"http1.1, http2, http3, http2and3",direct_vars,"equals, not_equals, contains, in",cloudfront.distribution_config_http_version,Yes
cloudfront,IpAddressType,string,Yes,"ipv4, ipv6, dualstack",direct_vars,"equals, not_equals, contains, in",cloudfront.anycast_ip_list_ip_address_type,Yes
cloudfront,OriginAccessControl,,Yes,"lambda, mediapackagev2, mediastore, s3",boto3_deps,"equals, not_equals, contains, in",cloudfront.origin_access_control,Yes
cloudfront,OriginAccessControlOriginType,string,Yes,"s3, mediastore, mediapackagev2, lambda",direct_vars,"equals, not_equals, contains, in",cloudfront.origin_access_control_config_origin_access_control_origin_type,Yes
cloudfront,PriceClass,string,Yes,"PriceClass_100, PriceClass_200, PriceClass_All, None",direct_vars,"equals, not_equals, contains, in",cloudfront.distribution_config_price_class,Yes
cloudfront,ResourceType,string,Yes,"distribution, distribution-tenant",direct_vars,"equals, not_equals, contains, in",cloudfront.domain_conflict_resource_type,Yes
cloudfront,SigningBehavior,string,Yes,"never, always, no-override",direct_vars,"equals, not_equals, contains, in",cloudfront.origin_access_control_config_signing_behavior,Yes
cloudfront,SigningProtocol,string,Yes,sigv4,direct_vars,"equals, not_equals, contains, in",cloudfront.origin_access_control_config_signing_protocol,Yes
cloudfront,Stage,array,Yes,"DEVELOPMENT, LIVE",direct_vars,"contains, exists, not_empty",cloudfront.connection_function_stage,Yes
cloudfront,Status,string,Yes,"pending, active, failed",direct_vars,"equals, not_equals, in, not_in",cloudfront.connection_function_status,Yes
cloudfront,ValidationTokenHost,string,Yes,"cloudfront, self-hosted",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",cloudfront.managed_certificate_detail_validation_token_host,Yes
cloudfront,Version,string,Yes,"http1.1, http2, http2and3, http3",boto3_deps,"equals, not_equals",cloudfront.item_cachepolicylist,Yes
cloudhsm,Status,string,Yes,"PENDING, RUNNING, UPDATING, SUSPENDED, TERMINATING, TERMINATED, DEGRADED",direct_vars,"contains, equals, not_equals",cloudhsm.partition_status,Yes
cloudhsm,StatusDetails,string,Yes,"DEGRADED, PENDING, RUNNING, SUSPENDED, TERMINATED, TERMINATING, UPDATING",boto3_deps,"contains, equals, not_equals",cloudhsm.partition_status_details,Yes
cloudhsm,SubscriptionType,string,Yes,PRODUCTION,direct_vars,"contains, equals, not_equals",cloudhsm.partition_subscription_type,Yes
cloudhsm,State,string,Yes,"DEGRADED, READY, UPDATING",boto3_deps,"equals, not_equals, in, not_in",,No
cloudhsmv2,BackupPolicy,string,Yes,DEFAULT,direct_vars,"equals, not_equals, contains, in",cloudhsmv2.cluster_backup_policy,Yes
cloudhsmv2,BackupState,string,Yes,"CREATE_IN_PROGRESS, READY, DELETED, PENDING_DELETION",direct_vars,"equals, not_equals, in, not_in",cloudhsmv2.backup_backup_state,Yes
cloudhsmv2,Backups,string,Yes,"CREATE_IN_PROGRESS, DELETED, PENDING_DELETION, READY",boto3_deps,"contains, equals, not_equals",cloudhsmv2.backup_backups,Yes
cloudhsmv2,Mode,string,Yes,"FIPS, NON_FIPS",direct_vars,"equals, not_equals, in, not_in",cloudhsmv2.backup_mode,Yes
cloudhsmv2,NetworkType,string,Yes,"IPV4, DUALSTACK",direct_vars,"equals, not_equals, in, not_in",cloudhsmv2.cluster_network_type,Yes
cloudhsmv2,State,string,Yes,"CREATE_IN_PROGRESS, UNINITIALIZED, INITIALIZE_IN_PROGRESS, INITIALIZED, ACTIVE, UPDATE_IN_PROGRESS, MODIFY_IN_PROGRESS, ROLLBACK_IN_PROGRESS, DELETE_IN_PROGRESS, DELETED, DEGRADED",direct_vars,"equals, not_equals, in, not_in",cloudhsmv2.cluster_state,Yes
cloudhsmv2,StateMessage,string,Yes,"ACTIVE, CREATE_IN_PROGRESS, DEGRADED, DELETED, DELETE_IN_PROGRESS, INITIALIZED, INITIALIZE_IN_PROGRESS, MODIFY_IN_PROGRESS, ROLLBACK_IN_PROGRESS, UNINITIALIZED, UPDATE_IN_PROGRESS",boto3_deps,"equals, not_equals, in, not_in",cloudhsmv2.cluster_state_message,Yes
cloudtrail,DeliveryStatus,string,Yes,"SUCCESS, FAILED, FAILED_SIGNING_FILE, PENDING, RESOURCE_NOT_FOUND, ACCESS_DENIED, ACCESS_DENIED_SIGNING_FILE, CANCELLED, UNKNOWN",direct_vars,"contains, equals, not_equals",cloudtrail.delivery_s3_uri,Yes
cloudtrail,ErrorType,string,Yes,"AWS_SERVICE, CUSTOM, EVENT_DATA_STORE, MANAGED, RequestContext, TagContext",boto3_deps,"equals, not_equals, contains, in",cloudtrail.failur_error_type,Yes
cloudtrail,ImportStatus,string,Yes,"INITIALIZING, IN_PROGRESS, FAILED, STOPPED, COMPLETED",direct_vars,"contains, equals, not_equals",cloudtrail.import_import_status,Yes
cloudtrail,InsightType,string,Yes,"ApiCallRateInsight, ApiErrorRateInsight",direct_vars,"equals, not_equals, in, not_in",cloudtrail.insight_selector_insight_type,Yes
cloudtrail,MaxEventSize,integer,Yes,"Standard, Large",direct_vars,"contains, equals, not_equals",cloudtrail.aggregation_configurations,Yes
cloudtrail,QueryStatus,string,Yes,"QUEUED, RUNNING, FINISHED, FAILED, CANCELLED, TIMED_OUT",direct_vars,"contains, equals, not_equals",cloudtrail.query_query_status,Yes
cloudtrail,ReadWriteType,string,Yes,"ReadOnly, WriteOnly, All",direct_vars,"equals, not_equals, contains, in",cloudtrail.event_selector_read_write_type,Yes
cloudtrail,Status,string,Yes,"CREATED, ENABLED, PENDING_DELETION, STARTING_INGESTION, STOPPING_INGESTION, STOPPED_INGESTION",direct_vars,"equals, not_equals, in, not_in",cloudtrail.event_data_stor_status,Yes
cloudtrail,Type,string,Yes,"TagContext, RequestContext",direct_vars,"equals, not_equals, in, not_in",cloudtrail.context_key_selector_type,Yes
cloudtrail,BillingMode,string,Yes,"EXTENDABLE_RETENTION_PRICING, FIXED_RETENTION_PRICING",boto3_deps,"equals, not_equals, in, not_in",,No
cloudtrail,FederationStatus,string,Yes,"DISABLED, DISABLING, ENABLED, ENABLING",boto3_deps,"equals, not_equals, in, not_in",,No
cloudwatch,ActionsSuppressedBy,string,Yes,"WaitPeriod, ExtensionPeriod, Alarm",direct_vars,"equals, not_equals, contains, in",cloudwatch.composite_alarm_actions_suppressed_by,Yes
cloudwatch,AlarmType,string,Yes,"CompositeAlarm, MetricAlarm",direct_vars,"equals, not_equals, in, not_in",cloudwatch.alarm_history_item_alarm_type,Yes
cloudwatch,ComparisonOperator,string,Yes,"GreaterThanOrEqualToThreshold, GreaterThanThreshold, LessThanThreshold, LessThanOrEqualToThreshold, LessThanLowerOrGreaterThanUpperThreshold, LessThanLowerThreshold, GreaterThanUpperThreshold",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",cloudwatch.metric_alarm_comparison_operator,Yes
cloudwatch,EvaluationState,string,Yes,PARTIAL_DATA,direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",cloudwatch.metric_alarm_evaluation_state,Yes
cloudwatch,ExtendedStatistic,string,Yes,"Average, Maximum, Minimum, SampleCount, Sum",boto3_deps,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",cloudwatch.metric_alarm_extended_statistic,Yes
cloudwatch,ExtendedStatistics,string,Yes,"Average, Maximum, Minimum, SampleCount, Sum",boto3_deps,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",cloudwatch.datapoint_extended_statistics,Yes
cloudwatch,HistoryItemType,boolean,Yes,"ConfigurationUpdate, StateUpdate, Action, AlarmContributorStateUpdate, AlarmContributorAction",direct_vars,"equals, not_equals",cloudwatch.alarm_history_item_history_item_type,Yes
cloudwatch,OutputFormat,string,Yes,"json, opentelemetry0.7, opentelemetry1.0",direct_vars,"equals, not_equals, contains, in",cloudwatch.entry_output_format,Yes
cloudwatch,Stat,string,Yes,"ALARM, Average, Complete, Forbidden, INSUFFICIENT_DATA, InternalError, Maximum, Minimum, OK, PARTIAL_DATA, PENDING_TRAINING, PartialData, SampleCount, Sum, TRAINED, TRAINED_INSUFFICIENT_DATA",boto3_deps,"equals, not_equals, contains, in",cloudwatch.anomaly_detector_stat,Yes
cloudwatch,State,string,Yes,"ALARM, INSUFFICIENT_DATA, OK, PARTIAL_DATA, PENDING_TRAINING, TRAINED, TRAINED_INSUFFICIENT_DATA",boto3_deps,"equals, not_equals, in, not_in",cloudwatch.insight_rul_state,Yes
cloudwatch,StateValue,string,Yes,"OK, ALARM, INSUFFICIENT_DATA",direct_vars,"equals, not_equals, in, not_in",cloudwatch.composite_alarm_state_value,Yes
cloudwatch,Statistic,string,Yes,"SampleCount, Average, Sum, Minimum, Maximum",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",cloudwatch.metric_alarm_statistic,Yes
cloudwatch,StatusCode,string,Yes,"Complete, InternalError, PartialData, Forbidden",direct_vars,"equals, not_equals, greater_than, less_than, greater_than_or_equal, less_than_or_equal",cloudwatch.metric_data_result_status_code,Yes
cloudwatch,Unit,string,Yes,"Seconds, Microseconds, Milliseconds, Bytes, Kilobytes, Megabytes, Gigabytes, Terabytes, Bits, Kilobits, Megabits, Gigabits, Terabits, Percent, Count, Bytes/Second, Kilobytes/Second, Megabytes/Second, Gigabytes/Second, Terabytes/Second, Bits/Second, Kilobits/Second, Megabits/Second, Gigabits/Second, Terabits/Second, Count/Second, None",direct_vars,"equals, not_equals, contains, in",cloudwatch.metric_alarm_unit,Yes
cloudwatch,Value,string,Yes,"ALARM, INSUFFICIENT_DATA, OK, PENDING_TRAINING, TRAINED, TRAINED_INSUFFICIENT_DATA",boto3_deps,"equals, not_equals, contains, in",cloudwatch.tag_value,Yes
